Sl No.,Date,Startup Name,Industry Category,Sub-Category,City  Location,Investors Name,Investment Type,Amount in USD,Remarks
2674,1/6/2015,Proviera,Probiotic Technology Products Manufacturer,N/A,Chennai,Infuse Ventures,Private Equity Funding,"5,50,000",N/A
2675,1/6/2015,Arth DesignBuild,Architectural Design & Consulting,N/A,Hyderabad,Srinivas Tirupati,Seed Funding,"5,00,000",N/A
2676,2/6/2015,Saama,Big Data & Analytics Services,N/A,Pune / US,Carrick Capital Partners,Private Equity Funding,"3,50,00,000",Series A
2677,2/6/2015,AllIzHealth,Preventive Healthcare Services,N/A,Pune,Mumbai Angels & Other angel investors,Seed Funding,"3,50,000",N/A
2678,2/6/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,N/A,Udaipur,Ennovent Impact Investment Holding,Private Equity Funding,,Series A
2679,3/6/2015,Entropy Innovations,Engineering Innovations,N/A,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,,N/A
2680,3/6/2015,Propstack,Real Estate Intelligence Platform,N/A,Mumbai,DMG Information,Private Equity Funding,"30,00,000",Series A
2681,3/6/2015,MyTaxiIndia,Online Car Rental Affiliates,N/A,New Delhi,Green House Ventures,Seed Funding,"1,00,000",N/A
2682,3/6/2015,Arkin Net,Data Center Software platform,N/A,Pune / US,Nexus Venture Partners,Private Equity Funding,"1,50,00,000",Series B
2683,3/6/2015,Little Black Book Delhi,Online City & Lifestyle Guide,N/A,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"1,50,000",N/A
2684,3/6/2015,MyPoolin,P2P Payments platform,N/A,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi",Seed Funding,,N/A
2685,3/6/2015,iCustomadeit,Bespoke Merchandize Marketplace,N/A,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"2,50,000",N/A
2686,3/6/2015,KAARYAH,Women Lifestyle Marketplace,N/A,Gurgaon,Ratan Tata,Seed Funding,,N/A
2687,4/6/2015,Ecom Express,Logistics Solution Provider,N/A,New Delhi,Warburg Pincus,Private Equity Funding,"13,70,00,000",Series C
2688,4/6/2015,Vidooly,Video Intelligence Platform,N/A,Noida,Bessemer Venture Partners,Private Equity Funding,"10,00,000",Pre-Series A
2689,4/6/2015,Zopper,Hyperlocal Shopping App,N/A,Mumbai,"Tiger Global, Nirvana Ventures Advisors",Private Equity Funding,"2,00,00,000",Series C
2690,4/6/2015,Flipkart,eCommerce platform,N/A,Bangalore,Morgan Stanley,Private Equity Funding,"5,00,00,000",Late Stage
2691,5/6/2015,kWatt Solutions,Renewable energy solutions,N/A,Mumbai,N/A,Seed Funding,"5,00,000",N/A
2692,5/6/2015,Medwell Ventures,Healthcare\\nService provider,N/A,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity Funding,"1,00,00,000",Series A
